cid	uid	executive_order_id	message	timestamp
2853	102	13089	Totally agree.	2025-01-23 01:22:21
2854	58	14206	yay no tariffs	2024-08-22 18:16:41
2855	244	13294	I support this order.	2024-04-05 01:56:28
2856	220	13781	Unbelievable!	2024-08-14 10:35:08
2857	139	14186	What a move!	2025-03-17 16:36:56
2858	47	13095	Unbelievable!	2025-02-25 20:40:13
2859	18	14214	I support this order.	2025-01-22 10:11:13
2860	194	13048	What a move!	2024-01-17 06:11:21
2861	38	13919	This order will strengthen our borders.	2024-05-29 11:41:51
2862	15	13092	Totally agree.	2024-07-06 08:08:58
2863	246	13772	This order will strengthen our borders.	2024-03-08 19:18:57
2864	192	13415	yay no tariffs	2024-11-24 18:12:47
2865	53	13442	justin trudeau for president	2024-08-07 12:50:17
2867	177	13527	What a move!	2024-04-27 17:20:03
2868	122	12955	I support this order.	2025-01-26 21:04:19
2869	103	13872	This order will strengthen our borders.	2024-11-25 14:10:55
2870	3	13643	This order will strengthen our borders.	2024-07-22 13:13:52
2871	114	12989	justin trudeau for president	2024-11-30 14:58:23
2872	198	13720	I support this order.	2024-12-06 08:40:14
2873	203	13162	Unbelievable!	2024-01-12 22:02:06
2874	68	13029	yay no tariffs	2024-04-15 12:04:19
2875	214	13662	I support this order.	2024-08-08 05:44:06
2876	226	14147	yay no tariffs	2024-11-05 12:57:40
2877	120	13759	What a move!	2025-02-24 08:06:48
2878	218	13752	justin trudeau for president	2024-02-04 06:13:59
2879	22	13128	What a move!	2024-05-30 18:53:29
2880	90	13606	Disagree completely.	2024-04-30 10:57:48
2881	137	13136	I support this order.	2024-10-22 23:40:34
2882	92	13381	Unbelievable!	2024-03-16 07:03:28
2883	203	13859	Totally agree.	2024-10-20 05:10:17
2884	97	13773	I oppose this order.	2025-01-31 08:13:50
2886	58	13862	Unbelievable!	2024-12-07 07:21:11
2887	25	13427	Disagree completely.	2024-02-08 10:21:53
2888	235	13307	I oppose this order.	2025-03-25 02:21:24
2889	70	13653	Unbelievable!	2025-03-20 23:30:38
2890	232	13597	This order will NOT strengthen our borders.	2024-02-23 00:06:10
2891	45	13777	I support this order.	2024-09-06 12:24:53
2893	98	13749	justin trudeau for president	2024-05-01 19:20:25
2894	97	12972	Totally agree.	2025-03-31 06:30:01
2895	248	13830	This order will NOT strengthen our borders.	2025-02-15 08:25:07
2896	110	13452	Totally agree.	2024-12-26 19:35:25
2897	79	13742	yay no tariffs	2025-01-18 15:16:58
2898	180	13319	This order will NOT strengthen our borders.	2024-06-03 09:22:30
2899	114	13249	What a move!	2024-10-29 01:42:42
2900	175	14182	I oppose this order.	2024-05-29 07:08:19
2901	195	13798	Disagree completely.	2024-10-03 09:20:49
2902	148	13674	Totally agree.	2024-09-27 04:49:44
2903	83	13859	What a move!	2025-03-06 11:40:14
2904	178	13712	justin trudeau for president	2024-08-05 05:59:09
2905	239	13735	I oppose this order.	2025-02-11 19:18:15
2906	192	13305	Totally agree.	2025-03-03 05:42:42
2907	167	13665	yay no tariffs	2025-02-07 15:26:33
2908	143	13970	Unbelievable!	2024-10-28 13:28:06
2909	221	12949	This order will NOT strengthen our borders.	2024-08-24 16:51:27
2910	212	13897	I support this order.	2024-06-01 10:49:02
2911	206	13267	I support this order.	2024-09-09 20:01:55
2912	70	13092	This order will NOT strengthen our borders.	2024-07-02 09:35:13
2913	222	13594	justin trudeau for president	2025-02-15 00:19:41
2914	32	13233	I oppose this order.	2025-03-03 02:44:31
2915	193	13252	This order will strengthen our borders.	2025-03-15 09:00:46
2916	125	13789	I support this order.	2024-03-26 18:35:25
2917	125	13601	Totally agree.	2024-03-18 04:55:58
2919	121	13034	yay no tariffs	2024-02-05 03:05:34
2920	24	12959	This order will strengthen our borders.	2024-01-25 21:14:47
2921	242	13488	What a move!	2024-04-20 02:08:13
2922	193	13597	Unbelievable!	2025-02-18 18:31:14
2923	52	13644	What a move!	2024-08-01 22:46:42
2924	38	13874	Totally agree.	2024-05-27 10:56:40
2925	246	13299	I oppose this order.	2024-12-08 09:57:19
2926	225	13111	What a move!	2024-08-22 07:42:26
2927	46	13844	Disagree completely.	2025-03-21 06:11:39
2928	164	13859	What a move!	2025-02-19 09:23:47
2930	243	13471	Unbelievable!	2024-04-25 00:58:10
2931	90	13291	I oppose this order.	2024-10-16 13:09:35
2932	145	13096	This order will strengthen our borders.	2024-05-04 13:59:24
2933	229	12965	Totally agree.	2025-01-20 20:51:19
2935	235	13756	yay no tariffs	2024-06-26 13:19:48
2936	216	12952	This order will strengthen our borders.	2024-09-25 13:38:21
2937	31	13096	Totally agree.	2024-01-25 14:56:18
2938	230	13185	This order will strengthen our borders.	2025-01-15 22:39:10
2939	195	13689	I oppose this order.	2025-02-03 16:38:48
2940	22	14166	yay no tariffs	2024-09-25 05:07:01
2941	140	13370	This order will strengthen our borders.	2024-11-13 11:12:19
2942	24	14213	This order will NOT strengthen our borders.	2025-01-11 09:40:22
2943	139	13676	yay no tariffs	2024-06-07 01:49:48
2944	178	13416	yay no tariffs	2025-02-24 05:16:49
2945	200	13926	This order will strengthen our borders.	2025-01-08 21:58:52
2946	149	13476	Disagree completely.	2024-11-25 07:28:43
2947	213	14209	Totally agree.	2024-06-28 05:41:18
2948	91	13129	Unbelievable!	2024-07-14 10:47:08
2949	153	13343	yay no tariffs	2024-04-08 15:06:46
2950	120	13666	This order will NOT strengthen our borders.	2024-08-15 11:10:13
2951	221	13444	Totally agree.	2024-05-16 08:43:24
2952	228	13210	This order will strengthen our borders.	2024-12-06 07:53:40
2954	240	13209	Totally agree.	2025-03-24 22:12:57
2955	190	13328	Totally agree.	2024-02-25 12:04:45
2956	81	13406	justin trudeau for president	2024-03-24 17:21:39
2957	28	13862	Totally agree.	2024-05-25 16:09:52
2958	50	14178	I oppose this order.	2024-05-21 02:37:11
2959	149	13252	Totally agree.	2024-06-02 15:12:54
2960	193	13204	Totally agree.	2024-05-11 05:40:46
2961	142	13298	Disagree completely.	2024-12-21 04:36:51
2962	104	13825	Totally agree.	2024-07-26 08:09:26
2963	166	13911	Disagree completely.	2024-01-03 06:18:05
2965	50	13693	Unbelievable!	2024-05-14 17:43:06
2966	177	13809	This order will NOT strengthen our borders.	2024-05-14 16:29:36
2967	64	12993	What a move!	2024-02-02 02:17:25
2968	40	13687	This order will NOT strengthen our borders.	2024-10-26 02:40:56
2969	208	13598	Totally agree.	2025-03-23 04:48:02
2970	69	13769	This order will NOT strengthen our borders.	2024-10-20 16:15:03
2971	227	13104	This order will NOT strengthen our borders.	2024-05-20 06:31:51
2972	242	13339	What a move!	2025-02-15 07:36:25
2973	213	12968	Unbelievable!	2024-08-15 10:38:55
2974	41	13621	yay no tariffs	2024-05-13 08:59:37
2975	234	13558	This order will NOT strengthen our borders.	2024-07-03 17:16:27
2976	3	13534	Disagree completely.	2024-05-18 09:47:15
2977	109	13972	What a move!	2024-01-02 02:26:55
2978	139	13322	I support this order.	2024-10-10 07:59:25
2979	15	13363	What a move!	2025-01-27 23:37:46
2981	144	13708	This order will strengthen our borders.	2024-03-27 22:11:25
2982	38	13909	Unbelievable!	2025-02-19 14:08:15
2983	172	13501	I oppose this order.	2024-12-21 21:36:14
2984	114	13602	Unbelievable!	2024-10-30 21:49:34
2986	116	13248	I oppose this order.	2024-08-07 15:48:48
2987	48	13454	Unbelievable!	2024-02-07 07:28:09
2988	245	13287	I support this order.	2025-02-11 19:05:48
2989	203	13673	justin trudeau for president	2024-04-19 20:11:42
2990	185	14158	I oppose this order.	2025-01-30 23:10:55
2991	238	13253	I support this order.	2024-11-19 08:26:18
2992	243	13454	This order will strengthen our borders.	2024-01-23 03:06:31
2993	205	13656	justin trudeau for president	2024-09-22 16:44:13
2994	204	13461	Totally agree.	2024-10-28 21:16:53
2995	160	13504	Totally agree.	2024-06-05 22:49:05
2996	126	13130	Unbelievable!	2024-09-04 08:53:58
2998	103	13869	justin trudeau for president	2024-05-18 18:55:42
2999	242	13287	This order will NOT strengthen our borders.	2025-01-25 20:52:42
3000	32	13365	yay no tariffs	2025-01-13 16:15:54
3001	1	13268	I support this order.	2025-01-27 19:30:36
3002	8	13311	This order will NOT strengthen our borders.	2024-01-06 07:52:20
3003	95	13109	I support this order.	2025-03-04 20:36:20
3004	200	13757	I support this order.	2024-01-21 15:59:39
3005	27	13627	justin trudeau for president	2025-03-05 02:42:04
3006	177	14219	I support this order.	2024-01-09 16:27:37
3007	184	13581	I oppose this order.	2024-12-09 18:09:46
3008	43	13445	Disagree completely.	2024-09-16 09:26:34
3009	53	14226	This order will strengthen our borders.	2024-01-16 00:24:27
3010	241	13477	Totally agree.	2025-03-09 15:52:23
3011	117	13065	justin trudeau for president	2024-07-23 17:58:00
3012	103	14199	Unbelievable!	2024-12-18 18:43:59
3013	18	13773	What a move!	2024-01-29 16:12:24
3014	10	13789	Disagree completely.	2024-06-01 05:29:34
3015	229	13437	Disagree completely.	2024-01-13 23:32:40
3016	26	13113	I oppose this order.	2024-06-03 14:49:22
3017	201	13412	justin trudeau for president	2024-11-26 12:10:11
3018	116	13181	What a move!	2024-11-28 07:13:00
3019	58	13767	I support this order.	2024-07-03 07:27:54
3021	225	13023	Disagree completely.	2024-04-16 15:32:25
3022	6	13061	This order will strengthen our borders.	2024-07-24 04:34:27
3023	20	12983	justin trudeau for president	2024-09-11 17:19:59
3024	147	13560	Disagree completely.	2024-06-18 18:34:59
3025	140	13843	Unbelievable!	2024-02-16 17:16:42
3026	50	13833	I support this order.	2024-12-27 12:49:29
3027	131	13914	Unbelievable!	2024-06-28 14:37:57
3028	189	13062	I oppose this order.	2024-11-13 02:22:21
3029	209	13274	Disagree completely.	2024-10-08 18:05:51
3030	73	13167	This order will strengthen our borders.	2024-12-01 17:12:10
3031	216	13286	This order will NOT strengthen our borders.	2024-08-04 06:00:22
3032	4	13245	This order will NOT strengthen our borders.	2024-06-30 20:52:56
3033	79	13712	Disagree completely.	2024-03-18 12:39:44
3034	249	13979	Unbelievable!	2024-04-12 16:34:53
3035	5	13887	Disagree completely.	2025-03-04 07:37:02
3037	96	13267	I support this order.	2025-01-22 03:16:02
3038	119	13888	yay no tariffs	2024-01-05 17:30:12
3039	150	13051	This order will strengthen our borders.	2024-02-26 01:51:41
3040	71	14165	This order will strengthen our borders.	2024-06-28 00:47:56
3041	138	13943	yay no tariffs	2024-10-21 00:00:37
3042	182	13825	This order will strengthen our borders.	2025-02-03 00:25:26
3043	206	13340	This order will strengthen our borders.	2024-10-14 10:46:11
3044	65	13799	What a move!	2025-03-27 03:30:21
3045	180	13104	This order will strengthen our borders.	2024-04-02 17:06:06
3046	239	13800	yay no tariffs	2024-11-02 05:30:11
3048	94	13729	Unbelievable!	2025-03-15 06:20:44
3049	180	13396	Disagree completely.	2025-01-28 07:27:36
3050	184	13333	This order will NOT strengthen our borders.	2024-10-29 08:48:27
3051	97	13648	What a move!	2024-12-20 04:45:38
3052	118	13728	Unbelievable!	2024-07-25 05:22:47
3054	41	13242	This order will NOT strengthen our borders.	2024-10-26 03:21:31
3055	103	14162	This order will NOT strengthen our borders.	2024-06-05 16:29:48
3056	250	13340	What a move!	2024-09-03 07:52:52
3057	245	13526	justin trudeau for president	2024-02-23 00:31:38
3058	146	13607	Unbelievable!	2024-02-06 13:09:40
3059	118	13256	Totally agree.	2024-10-18 18:30:47
3060	127	13186	I support this order.	2025-03-07 03:54:09
3061	236	13275	Unbelievable!	2025-03-16 11:34:15
3062	244	13782	This order will strengthen our borders.	2024-01-11 09:07:32
3063	245	12967	This order will strengthen our borders.	2024-06-19 23:08:08
3064	235	13092	I oppose this order.	2024-10-09 08:37:29
3065	23	13740	yay no tariffs	2024-11-17 20:02:47
3066	51	13339	Disagree completely.	2024-12-07 03:58:13
3067	214	13323	I oppose this order.	2024-02-14 22:36:49
3068	177	13603	Totally agree.	2024-02-19 09:49:50
3069	123	13257	justin trudeau for president	2024-11-11 10:26:31
3070	118	13069	I oppose this order.	2025-02-03 10:43:24
3071	177	13369	Totally agree.	2024-03-29 23:59:11
3073	130	13552	This order will NOT strengthen our borders.	2024-11-25 03:05:17
3074	89	13965	I oppose this order.	2024-01-14 00:13:06
3075	198	13369	Disagree completely.	2024-05-14 13:31:09
3076	216	13023	What a move!	2024-02-27 07:27:43
3077	195	12987	justin trudeau for president	2025-03-24 19:34:28
3078	144	14202	Disagree completely.	2025-01-26 21:51:22
3079	77	13121	Disagree completely.	2024-12-10 00:10:36
3080	112	14154	Unbelievable!	2024-10-09 14:52:50
3081	180	13328	Unbelievable!	2025-03-03 06:59:14
3082	110	13164	I support this order.	2024-02-11 00:37:26
3083	198	13364	This order will NOT strengthen our borders.	2024-04-15 05:01:51
3084	222	13708	I support this order.	2024-12-14 23:25:21
3085	226	13465	justin trudeau for president	2024-06-16 04:26:35
3086	76	13603	yay no tariffs	2024-08-18 21:59:52
3087	227	13610	I support this order.	2025-03-03 22:26:41
3088	22	12976	What a move!	2024-10-23 07:03:12
3089	194	13180	justin trudeau for president	2024-12-06 10:05:39
3090	119	13965	I oppose this order.	2024-06-05 19:43:27
3091	155	13521	What a move!	2024-08-24 00:14:18
3092	211	13660	Disagree completely.	2024-01-03 03:15:09
3093	238	13746	I oppose this order.	2024-05-16 10:43:04
3094	102	13224	I oppose this order.	2024-10-13 01:35:53
3095	70	13379	This order will strengthen our borders.	2024-09-02 07:37:09
3096	56	13339	Unbelievable!	2024-07-06 10:17:00
3097	16	13732	Unbelievable!	2024-03-16 00:33:26
3098	214	13501	I support this order.	2024-05-26 16:32:32
3099	150	13144	Totally agree.	2025-03-22 05:24:15
3100	194	14215	Totally agree.	2024-05-03 09:31:48
3101	242	13183	I support this order.	2024-06-26 01:26:34
3102	198	13935	justin trudeau for president	2024-06-19 03:07:41
3103	100	13790	I oppose this order.	2024-08-26 20:53:15
3104	173	13241	I oppose this order.	2024-03-16 01:13:37
3105	111	12966	What a move!	2025-03-23 02:19:38
3106	9	13583	yay no tariffs	2025-01-28 01:27:34
3107	17	13888	Unbelievable!	2024-04-20 05:34:19
3108	151	13427	Totally agree.	2024-01-30 15:27:01
3109	124	13489	justin trudeau for president	2024-07-26 03:28:59
3110	111	13119	yay no tariffs	2024-08-25 07:58:43
3111	18	13905	I oppose this order.	2024-09-21 16:13:59
3112	103	13980	Unbelievable!	2024-06-02 17:39:52
3113	124	13173	What a move!	2024-09-01 22:08:31
3114	218	13045	This order will NOT strengthen our borders.	2024-12-11 00:56:52
3115	234	13209	I oppose this order.	2024-10-30 20:01:41
3116	35	12954	I oppose this order.	2024-12-31 12:31:33
3117	166	13070	This order will strengthen our borders.	2024-09-12 17:08:04
3118	195	13463	Disagree completely.	2024-11-23 21:16:11
3119	9	14223	justin trudeau for president	2024-02-15 09:26:58
3120	233	13674	Disagree completely.	2024-07-25 23:58:50
3121	160	13199	I oppose this order.	2025-02-03 03:45:35
3122	238	13892	I support this order.	2024-11-23 01:27:47
3123	224	13876	Totally agree.	2024-01-13 06:35:50
3124	184	14152	Unbelievable!	2025-03-24 22:51:56
3125	79	13068	This order will strengthen our borders.	2024-07-01 16:52:13
3126	43	13665	I support this order.	2024-03-11 05:48:09
3128	32	13701	This order will NOT strengthen our borders.	2024-08-06 22:45:38
3129	86	13183	This order will strengthen our borders.	2024-08-03 01:36:10
3130	105	13372	Unbelievable!	2024-12-06 11:09:43
3131	143	13648	This order will strengthen our borders.	2024-09-12 00:51:58
3132	218	13711	This order will NOT strengthen our borders.	2025-01-30 22:30:49
3133	149	13858	I oppose this order.	2025-03-20 21:29:48
3134	54	13707	This order will NOT strengthen our borders.	2025-02-17 10:36:43
3135	34	13195	This order will NOT strengthen our borders.	2024-01-14 10:57:11
3136	109	12973	What a move!	2024-09-21 19:32:02
3138	142	13475	Unbelievable!	2024-09-28 17:53:26
3139	20	13376	Disagree completely.	2024-06-05 07:24:31
3140	50	13332	Unbelievable!	2024-11-25 18:13:23
3141	206	13313	Totally agree.	2024-02-08 10:01:58
3142	103	13781	What a move!	2024-09-20 00:17:34
3143	137	13200	Totally agree.	2025-03-28 19:44:07
3144	202	13576	This order will strengthen our borders.	2024-05-08 17:57:27
3145	230	13217	Totally agree.	2024-04-24 23:34:27
3146	80	13871	yay no tariffs	2024-10-10 21:38:29
3147	28	13859	I oppose this order.	2024-12-25 14:42:24
3148	17	14188	This order will strengthen our borders.	2024-06-25 01:35:29
3149	30	13135	This order will NOT strengthen our borders.	2024-02-24 12:46:00
3150	45	13087	justin trudeau for president	2025-01-23 14:30:42
3151	14	13374	I support this order.	2024-01-29 19:13:27
3152	146	14227	justin trudeau for president	2024-04-01 18:20:38
3153	191	13913	This order will strengthen our borders.	2025-02-19 04:15:38
3154	240	13048	justin trudeau for president	2024-12-05 14:20:06
3156	250	13472	This order will NOT strengthen our borders.	2024-08-26 22:50:02
3157	132	13862	What a move!	2024-08-28 16:42:29
3158	43	13709	This order will NOT strengthen our borders.	2025-03-29 05:01:16
3159	224	13671	justin trudeau for president	2024-10-11 02:58:24
3160	73	14206	What a move!	2025-03-05 18:42:39
3161	168	13356	Disagree completely.	2024-11-15 00:21:24
3162	158	13789	justin trudeau for president	2024-02-16 05:38:22
3163	31	13087	This order will strengthen our borders.	2024-04-10 06:48:48
3164	34	13874	I support this order.	2024-12-04 01:48:42
3165	6	13706	I oppose this order.	2025-02-06 11:18:11
3166	163	14223	Totally agree.	2024-10-14 05:11:09
3167	75	13130	Unbelievable!	2024-11-08 09:20:07
3168	48	13085	I oppose this order.	2025-01-23 03:23:35
3169	123	13484	Disagree completely.	2025-03-15 18:49:17
3171	7	13639	Disagree completely.	2024-11-10 06:58:31
3173	4	13812	I oppose this order.	2024-06-02 09:36:13
3174	246	14186	Disagree completely.	2024-02-04 02:14:08
3175	206	13002	I support this order.	2024-03-11 21:11:02
3176	196	14183	This order will NOT strengthen our borders.	2024-05-02 06:22:00
3177	150	13000	Disagree completely.	2024-06-06 22:28:04
3178	32	13185	Totally agree.	2025-01-13 23:14:43
3179	157	13189	Unbelievable!	2024-10-10 08:36:19
3180	227	14195	I support this order.	2024-09-24 02:21:41
3181	247	13455	What a move!	2024-10-24 08:25:56
3182	218	13901	I support this order.	2024-08-16 22:52:48
3183	77	13752	What a move!	2025-01-24 10:23:07
3184	193	13161	yay no tariffs	2024-11-02 16:12:38
3185	18	13664	This order will NOT strengthen our borders.	2024-03-15 17:07:04
3186	93	13787	Unbelievable!	2024-06-17 00:33:13
3187	78	12980	What a move!	2024-11-27 15:56:42
3188	184	13170	I oppose this order.	2024-10-07 13:22:33
3189	105	13264	Unbelievable!	2024-08-15 10:10:47
3190	162	14170	justin trudeau for president	2024-02-29 14:29:54
3191	144	13776	This order will strengthen our borders.	2024-09-03 17:52:54
3192	128	13579	Unbelievable!	2024-08-10 17:59:19
3193	44	13234	justin trudeau for president	2024-01-03 15:14:47
3194	192	12970	I oppose this order.	2024-09-26 00:02:06
3195	179	13623	I support this order.	2025-03-13 22:16:35
3196	189	13453	What a move!	2024-03-12 14:34:02
3197	76	13393	I support this order.	2024-08-02 05:59:02
3198	45	13332	I support this order.	2024-06-20 23:16:53
3199	168	13226	This order will NOT strengthen our borders.	2025-02-28 21:12:45
3200	50	13602	This order will strengthen our borders.	2024-01-30 20:38:07
3201	246	13175	yay no tariffs	2024-06-22 00:38:53
3202	117	13302	This order will NOT strengthen our borders.	2024-11-03 21:59:03
3203	202	13053	What a move!	2024-10-02 19:58:55
3204	113	13161	This order will strengthen our borders.	2024-03-23 08:28:56
3205	13	13771	Totally agree.	2024-09-08 06:20:28
3206	75	13150	justin trudeau for president	2024-08-20 00:16:53
3207	17	13466	I support this order.	2024-08-08 20:33:12
3209	227	13146	This order will strengthen our borders.	2025-01-18 15:10:17
3210	182	13630	justin trudeau for president	2024-04-24 23:31:47
3211	166	14169	justin trudeau for president	2024-11-05 15:54:19
3212	81	14156	Unbelievable!	2025-02-01 22:28:30
3213	77	14161	justin trudeau for president	2024-10-17 20:26:16
3214	106	14211	This order will strengthen our borders.	2024-08-16 09:30:28
3215	178	13588	I oppose this order.	2025-02-01 14:05:28
3216	103	13932	What a move!	2025-03-11 14:50:54
3217	243	12969	justin trudeau for president	2024-11-10 09:01:18
3218	27	13241	I support this order.	2024-07-25 03:28:01
3219	152	13387	I support this order.	2025-01-28 03:01:08
3220	143	13124	This order will NOT strengthen our borders.	2024-04-20 15:50:48
3221	218	13792	What a move!	2024-09-26 06:23:59
3222	81	13251	This order will strengthen our borders.	2024-11-12 01:35:05
3223	187	13222	This order will NOT strengthen our borders.	2024-01-13 18:56:23
3224	108	13640	Totally agree.	2024-07-04 17:52:26
3225	204	13238	justin trudeau for president	2025-02-02 19:29:34
3226	120	13022	This order will strengthen our borders.	2024-04-23 18:25:39
3228	78	13347	Disagree completely.	2024-11-24 07:02:46
3230	121	13923	Unbelievable!	2024-08-07 18:55:25
3231	108	13679	I support this order.	2024-02-13 02:26:40
3232	45	13871	yay no tariffs	2025-03-27 11:18:26
3233	173	13264	I oppose this order.	2024-08-23 16:30:02
3234	195	13281	justin trudeau for president	2024-12-31 01:28:20
3235	110	13512	This order will strengthen our borders.	2024-12-20 00:21:52
3236	212	12970	justin trudeau for president	2024-05-09 03:00:53
3237	236	13871	I support this order.	2024-01-20 07:52:22
3238	53	13530	Disagree completely.	2024-03-05 22:18:57
3240	91	13424	justin trudeau for president	2024-04-12 12:53:10
3241	115	12986	I oppose this order.	2024-03-23 21:29:42
3242	72	13074	This order will NOT strengthen our borders.	2024-03-25 13:45:34
3243	52	12995	Totally agree.	2024-02-23 23:55:50
3244	62	13793	yay no tariffs	2024-01-28 12:06:57
3245	83	13649	Totally agree.	2024-06-24 19:44:05
3246	9	13010	What a move!	2024-05-15 20:45:33
3247	183	13912	I oppose this order.	2024-07-19 01:15:30
3248	181	13710	This order will strengthen our borders.	2024-09-27 15:02:02
3249	247	13883	Totally agree.	2024-11-24 18:25:01
3250	161	13965	yay no tariffs	2024-12-13 02:40:47
3251	128	13240	I support this order.	2024-01-10 23:43:16
3252	47	13881	This order will strengthen our borders.	2025-01-22 00:56:08
3253	154	13135	justin trudeau for president	2024-08-19 12:56:07
3254	84	13053	I support this order.	2024-06-30 20:22:16
3255	205	13647	I oppose this order.	2024-05-02 10:01:56
3256	230	13456	Unbelievable!	2024-02-27 05:24:38
3257	24	13567	yay no tariffs	2024-08-01 08:14:41
3260	51	13963	This order will strengthen our borders.	2025-03-27 08:40:44
3261	222	13586	justin trudeau for president	2024-09-26 23:29:06
3262	200	13635	justin trudeau for president	2025-03-11 21:38:27
3263	111	13413	yay no tariffs	2024-08-13 10:09:57
3264	134	13641	This order will strengthen our borders.	2025-01-25 15:17:02
3265	217	13974	I support this order.	2024-02-25 13:40:17
3266	121	13022	yay no tariffs	2024-07-02 20:14:04
3267	151	13145	What a move!	2024-09-22 08:59:29
3268	111	14185	This order will NOT strengthen our borders.	2024-06-20 21:01:04
3269	235	13696	I oppose this order.	2024-11-09 11:20:09
3270	89	13031	justin trudeau for president	2024-02-28 19:26:01
3272	112	13005	Disagree completely.	2024-04-04 10:43:13
3273	81	14227	Disagree completely.	2024-07-06 09:22:57
3274	201	13874	What a move!	2024-08-08 17:00:18
3275	72	14210	Disagree completely.	2024-06-22 00:49:56
3276	92	13584	Disagree completely.	2024-08-13 02:48:38
3277	152	13874	This order will strengthen our borders.	2024-04-06 12:59:17
3278	85	13390	I support this order.	2024-01-02 02:13:36
3280	221	13404	I support this order.	2024-09-29 03:15:32
3281	30	13673	This order will NOT strengthen our borders.	2024-10-26 13:31:14
3282	155	14154	What a move!	2024-08-17 09:12:52
3284	231	13149	justin trudeau for president	2024-05-27 08:15:46
3285	109	13325	This order will strengthen our borders.	2024-02-28 22:28:24
3286	93	13901	yay no tariffs	2024-12-07 00:45:08
3287	189	13786	What a move!	2024-01-26 12:39:46
3288	120	13610	Unbelievable!	2024-06-27 06:18:16
3289	185	14206	yay no tariffs	2024-05-06 08:20:19
3290	62	13249	What a move!	2024-05-26 19:36:05
3291	144	13801	This order will NOT strengthen our borders.	2024-02-29 17:20:47
3292	240	13656	yay no tariffs	2025-03-28 05:58:22
3293	239	14208	I support this order.	2024-05-18 12:45:53
3294	10	13296	justin trudeau for president	2024-10-24 03:18:48
3295	110	13542	I oppose this order.	2024-10-02 20:33:45
3296	4	13052	What a move!	2024-04-19 00:02:05
3297	200	13700	Totally agree.	2025-02-23 20:21:30
3298	12	13773	Disagree completely.	2024-06-08 05:34:43
3299	113	12978	Disagree completely.	2025-02-14 01:12:42
3300	211	13537	Totally agree.	2024-09-11 12:04:29
3301	87	13023	Unbelievable!	2025-01-25 07:25:09
3302	237	13571	I oppose this order.	2025-01-12 06:22:08
3303	145	13958	yay no tariffs	2024-06-20 20:43:25
3304	250	13317	justin trudeau for president	2024-05-25 12:51:03
3305	153	13816	I oppose this order.	2024-06-01 08:08:58
3306	158	12981	What a move!	2024-02-23 09:05:33
3307	29	13483	justin trudeau for president	2025-01-28 04:32:34
3308	109	13109	Unbelievable!	2025-03-26 16:46:11
3309	103	13593	Disagree completely.	2024-10-04 06:15:55
3310	97	13727	What a move!	2024-02-29 18:05:42
3311	1	13259	I support this order.	2024-09-29 02:38:15
3312	142	13491	This order will NOT strengthen our borders.	2024-02-08 15:59:08
3313	65	13042	yay no tariffs	2025-01-10 17:55:12
3314	97	13867	I support this order.	2024-10-04 06:35:04
3315	180	13055	I oppose this order.	2024-07-08 00:48:05
3316	24	13519	This order will strengthen our borders.	2024-05-20 17:50:14
3317	198	13740	justin trudeau for president	2024-11-14 13:18:21
3318	177	13040	I support this order.	2025-03-28 17:05:38
3319	37	13647	This order will NOT strengthen our borders.	2024-07-03 00:08:08
3320	1	13461	This order will NOT strengthen our borders.	2024-03-22 08:11:25
3321	75	13607	I oppose this order.	2024-11-09 05:44:47
3322	137	13964	I support this order.	2024-06-04 20:46:52
3323	114	14226	Totally agree.	2024-09-20 08:57:36
3324	78	13320	What a move!	2024-04-12 10:24:11
3325	154	13751	Disagree completely.	2024-05-16 08:44:44
3326	239	14214	yay no tariffs	2025-01-09 07:00:33
3327	207	13069	This order will NOT strengthen our borders.	2024-04-29 05:40:01
3328	20	13278	This order will NOT strengthen our borders.	2025-02-03 03:45:28
3329	111	13497	yay no tariffs	2024-09-18 03:38:18
3330	184	13879	Disagree completely.	2024-02-21 17:14:01
3331	150	12959	I support this order.	2024-09-25 14:39:42
3332	58	13498	I support this order.	2024-05-09 23:21:03
3334	138	13919	Disagree completely.	2024-06-05 18:29:50
3335	20	13407	justin trudeau for president	2024-08-13 03:10:32
3336	68	13247	I support this order.	2024-06-07 10:01:24
3337	21	13871	yay no tariffs	2024-09-09 01:34:48
3338	55	13943	This order will strengthen our borders.	2024-09-23 03:58:41
3339	144	13273	This order will NOT strengthen our borders.	2024-05-03 04:15:44
3340	188	13865	What a move!	2024-04-09 13:26:39
3341	75	13101	Unbelievable!	2024-10-12 02:22:04
3342	66	12954	This order will strengthen our borders.	2024-10-12 03:50:03
3343	240	13078	Disagree completely.	2024-07-08 21:04:13
3344	52	13521	This order will strengthen our borders.	2024-02-02 18:20:25
3345	14	13795	This order will NOT strengthen our borders.	2024-01-21 16:58:42
3346	47	13806	Unbelievable!	2025-03-24 08:29:04
3347	143	13256	Totally agree.	2024-06-21 19:03:18
3348	105	14187	This order will strengthen our borders.	2025-01-20 03:35:58
3349	82	13230	This order will NOT strengthen our borders.	2024-08-30 07:37:25
3350	29	13679	yay no tariffs	2024-06-29 01:29:22
3351	24	13028	This order will strengthen our borders.	2025-01-27 23:00:02
3352	18	13265	I oppose this order.	2024-01-14 14:52:28
3353	8	13174	I oppose this order.	2024-07-20 13:13:00
3354	70	13661	I support this order.	2025-03-06 15:54:05
